时段,城市,站点id,站点名称,全职满编率,全职分拣员满编率,全职理货员满编率,全职水产员满编率
20250916-20250917,NULL,10000799,小象超市-越秀区庄站（流标）-GZ0167,NULL,NULL,NULL,NULL
20250916-20250917,NULL,357,小象超市-乔家路站-SH0055,NULL,NULL,NULL,NULL
20250916-20250917,NULL,71,小象超市-东坝站-BJ0011,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000075,小象超市-虹漕南路站-SH0063,NULL,NULL,NULL,NULL
20250917,深圳,10000351,小象超市-荔景站-SZ0144,NULL,NULL,NULL,NULL
20250916,上海,10000766,小象超市-杨高南路站（流标）-SH0175,NULL,NULL,NULL,NULL
20250917,武汉,165,小象超市-卧龙丽景湾站-WH0026,NULL,NULL,NULL,NULL
20250917,北京,10001144,小象超市-鼎成中心虚拟站-BJ0322,NULL,NULL,NULL,NULL
20250917,北京,219,小象超市-果园站-BJ0067,NULL,NULL,NULL,NULL
20250916,上海,10000701,小象超市-蕰川路二站-SH0159,NULL,NULL,NULL,NULL
20250916,深圳,10000129,小象超市-杨美站-SZ0103,NULL,NULL,NULL,NULL
20250917,深圳,10000262,小象超市-银田站（标的失效）-SZ0126,NULL,NULL,NULL,NULL
20250917,深圳,10001374,小象超市-深圳企业团购（虚拟站）-SZ0293,NULL,NULL,NULL,NULL
20250916,广州,10000649,小象超市-前进路站-GZ0133,NULL,NULL,NULL,NULL
20250916,深圳,10000111,小象超市-南坑站-SZ0095,NULL,NULL,NULL,NULL
202509,北京,10000946,小象超市-曙光站-BJ0300,1,0.9473684211,1.1111111111,1
202509,深圳,10000165,小象超市-塘尾站-SZ0109,1.1034482759,1.0625,1,1.25
20250916-20250917,NULL,10000581,小象超市-陶然站-SZ0198,1.015625,0.7941176471,1.375,1.25
20250916-20250917,NULL,10000523,小象超市-北关村站-WH0096,1.0769230769,0.9285714286,1.5714285714,0.6666666667
20250916-20250917,NULL,10000898,小象超市-云峰站-HZ0005,0.8181818182,0.8275862069,0.8529411765,0.75
20250916-20250917,NULL,10001326,小象超市-洋湖村站-CS0028,0.6956521739,0.619047619,0.5625,1.1666666667
20250916-20250917,NULL,10000548,小象超市-枣阳路站-SH0136,1.1944444444,1.15,1.4,1
20250916-20250917,NULL,10001323,小象超市-民和站-NB0015,1,0.9333333333,1.1538461538,0.8
20250916-20250917,NULL,10001188,小象超市-麓云路站-CS0015,1.0588235294,0.875,1.3055555556,1.1666666667
202509,武汉,165,小象超市-卧龙丽景湾站-WH0026,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001165,小象超市-小象超市-凤岗站（流标）-DG0035-DG0035,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000782,小象超市-番禺沙湾站-GZ0160,0.9166666667,1,0.75,1
20250916-20250917,NULL,10000754,小象超市-交通路站-SH0172,0.9375,0.75,1,1.5
20250916-20250917,NULL,10000526,小象超市-采江路站-SH0128,0.875,0.75,1,1
20250916-20250917,NULL,10001071,小象超市-知春路站-BJ0312,0,0,0,0
20250916,苏州,10000692,小象超市-盘门站-SUZ007,1.0384615385,1.0769230769,1,1
20250916,北京,10000827,小象超市-鸿坤站-BJ0275,1.2,1.2631578947,1,1.3333333333
20250916,深圳,10001118,小象超市-大发站-SZ0276,1.1956521739,1.0740740741,1,2.25
20250916,杭州,10001016,小象超市-采荷站-HZ0036,0.9574468085,1,0.875,1.2
20250916,深圳,10000386,小象超市-罗芳站-SZ0149,1.125,1,1.5,1.5
20250916,北京,10000613,小象超市-和义站-BJ0252,0.7804878049,0.7272727273,0.6923076923,1.3333333333
20250916,深圳,10000636,小象超市-俊星站-SZ0214,1.0425531915,1,1.0833333333,1.1666666667
20250916,长沙,10001242,小象超市-观沙岭站-CS0019,1.2391304348,1.2380952381,1.25,1.3333333333
20250916,北京,10001212,小象超市-丰贤中路站-BJ0327,1.2608695652,1.3076923077,1.5,0.5
20250916,武汉,10000273,小象超市-南湖大道站-WH0056,1.1304347826,1.0833333333,1.1428571429,2
W38,北京,10000814,小象超市-月华站-BJ0273,1.0357142857,1,1,1
W38,东莞,10001018,小象超市-莞城莞太站-DG0024,0.9545454545,0.9523809524,0.8571428571,1
W38,北京,10001253,小象超市-瀛海站-BJ0332,1.4230769231,1.375,2,1
W38,苏州,10000869,小象超市-秋枫站-SUZ038,0.9285714286,0.8666666667,1.125,0.6666666667
W38,苏州,10000695,小象超市-春申站-SUZ010,1,1.05,0.9090909091,0.75
W38,广州,331,小象超市-新市站-GZ0009,1.04,1,1.25,0.75
202509,北京,10000502,小象超市-和平里站-BJ0224,0.9393939394,0.8421052632,1,1
202509,广州,10000475,小象超市-东平站-GZ0105,1.0540540541,1.1111111111,1,1
202509,深圳,10000636,小象超市-俊星站-SZ0214,1.0638297872,1.0384615385,1.0833333333,1.1666666667
202509,上海,10000741,小象超市-新广路站-SH0169,1.0357142857,1.0666666667,1,0.6666666667
20250916-20250917,NULL,10000239,小象超市-首经贸东站-BJ0160,0.9523809524,0.96,0.9090909091,1
20250916-20250917,NULL,10001086,小象超市-翠柏站-NB0003,0.9696969697,0.9333333333,0.9090909091,1
20250917,北京,10000497,小象超市-崔各庄东站-BJ0222,0.8428571429,0.6428571429,1.15,1
20250917,合肥,10001341,小象超市-华亿站-HF0002,0.9555555556,0.5652173913,1.3571428571,1.4
20250917,佛山,10000314,小象超市-祖庙站-FS0007,1.0263157895,0.9444444444,1,1.3333333333
20250917,北京,10000393,小象超市-永丰南站-BJ0207,1.0263157895,1,1,1
20250917,上海,10000844,小象超市-紫龙路站-SH0191,1,1,0.8333333333,1.5
20250917,苏州,10000972,小象超市-星明站-SUZ053,0.8333333333,0.75,0.75,1.5
20250917,上海,10000183,小象超市-国权北路站-SH0092,1.0357142857,0.9333333333,1.25,1.3333333333
20250917,上海,10000744,小象超市-金沙江路站-SH0171,0.92,0.9230769231,1,0.6666666667
20250917,武汉,10000253,小象超市-园林路站-WH0053,1.0476190476,0.9166666667,1.1666666667,1
W38,深圳,358,小象超市-宝龙站-SZ0058,1,1.0526315789,0.9,1
20250917,上海,10000150,小象超市-茸兴路站-SH0080,NULL,NULL,NULL,NULL
20250916,深圳,10000676,小象超市-长源站-SZ0230,NULL,NULL,NULL,NULL
20250916,深圳,10000130,小象超市-文锦站-SZ0104,NULL,NULL,NULL,NULL
20250917,北京,10000503,小象超市-高米店站-BJ0225,NULL,NULL,NULL,NULL
20250917,广州,10000828,小象超市-白云南湖站（流标）-GZ0169,NULL,NULL,NULL,NULL
20250916,上海,51,小象超市-周家嘴站-SH0004,NULL,NULL,NULL,NULL
20250916,深圳,10000060,小象超市-三联站-SZ0083,NULL,NULL,NULL,NULL
20250916,北京,10000429,小象超市-建国街站-BJ0209,NULL,NULL,NULL,NULL
20250916,深圳,10000621,小象超市-竹园站（流标）-SZ0206,NULL,NULL,NULL,NULL
20250917,深圳,300,小象超市-坑梓站-SZ0051,NULL,NULL,NULL,NULL
W38,长沙,10001445,小象超市-马栏山站-CS0032,NULL,NULL,NULL,NULL
W38,北京,10000051,小象超市-广阳城站-BJ0118,NULL,NULL,NULL,NULL
W38,广州,10000091,小象超市-市广路站-GZ0048,NULL,NULL,NULL,NULL
W38,武汉,10000554,小象超市-光谷站-WH0097,NULL,NULL,NULL,NULL
W38,北京,10000209,小象超市-酒仙桥东站-BJ0149,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001106,小象超市-龙盛站-HZ1003,0.7678571429,1.04,0.6,0.375
20250916-20250917,NULL,10000748,小象超市-汪家嘴站-WH0121,1.1052631579,1,1.1666666667,1
20250916,佛山,10000163,小象超市-莱翔路站-FS0003,1.0487804878,0.8947368421,1,1.2857142857
20250916,北京,10000362,小象超市-太平庄站-BJ0196,1,0.875,1,1
20250916,杭州,10000901,小象超市-丁兰站-HZ0008,1.0961538462,1.2692307692,0.9285714286,1
20250916,广州,10000659,小象超市-燕岗站-GZ0138,1.0952380952,1,1.3333333333,1
202509,北京,10000051,小象超市-广阳城站-BJ0118,NULL,NULL,NULL,NULL
202509,深圳,10000009,小象超市-新秀站-SZ0065,NULL,NULL,NULL,NULL
202509,上海,213,小象超市-双城路站-SH0032,NULL,NULL,NULL,NULL
20250916-20250917,NULL,116,小象超市-天通苑2站-BJ0033,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000002,小象超市-鹤诸路站-SH0058,NULL,NULL,NULL,NULL
20250916-20250917,NULL,185,小象超市-南联站-SZ0010,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000708,小象超市-梅华站-SZ0240,NULL,NULL,NULL,NULL
W38,广州,10000293,小象超市-花都东站-GZ0083,0.9791666667,0.96,1,1.1428571429
W38,佛山,10000313,小象超市-季华站-FS0006,0.962962963,0.9230769231,1,1
W38,广州,311,小象超市-洛溪站-GZ0003,1.1219512195,1.3,0.9166666667,1
W38,北京,10000200,小象超市-黄村西大街站-BJ0146,0.7037037037,0.6666666667,0.75,1
W38,杭州,10000999,小象超市-聚才站-HZ0029,0.7735849057,0.7307692308,0.6111111111,1.1666666667
W38,北京,10000831,小象超市-玲珑站-BJ0277,0.8108108108,0.85,0.7272727273,1
W38,广州,10000339,小象超市-亚运城站-GZ0090,0.9142857143,1,0.5454545455,1.3333333333
W38,杭州,10001035,小象超市-天荷站-HZ0042,0.9,1.0454545455,0.8,0.6
W38,上海,10000865,小象超市-民星路站-SH0196,0.6666666667,0.6666666667,0.6,1
202509,北京,10000586,小象超市-嘉创路站-BJ0245,1.1875,0.8965517241,1.3333333333,1.5
202509,北京,10000283,小象超市-双桥东路站-BJ0172,1.064516129,1.2941176471,0.8888888889,0.6666666667
202509,北京,10000587,小象超市-丽泽站-BJ0246,1.0526315789,1.0277777778,1.1428571429,1
202509,深圳,10000541,小象超市-锦花站-SZ0190,1.1142857143,1.0588235294,1.3,1
202509,深圳,10000047,小象超市-松福站-SZ0078,1,1,1.1666666667,1
202509,深圳,10000321,小象超市-广弘站-SZ0138,1.0487804878,1.0833333333,1,1
202509,中山,10001261,小象超市-坦洲振兴站-ZS0001,1.0454545455,0.85,1.2666666667,1.5
202509,武汉,10000835,小象超市-庙山站-WH0130,1.3571428571,1.2666666667,1.75,1
202509,广州,10000579,小象超市-白云夏良站-GZ0125,1.0857142857,1.125,0.9,1
20250916-20250917,NULL,131,小象超市-文慧园站-BJ0044,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000132,小象超市-翠湖站-BJ0132,NULL,NULL,NULL,NULL
20250916-20250917,NULL,332,小象超市-嘉禾望岗站-GZ0010,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001414,小象超市-莲花站-SZ0294,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000096,小象超市-燕郊东站-LF0001,NULL,NULL,NULL,NULL
20250916,上海,206,小象超市-吴中路站-SH0028,NULL,NULL,NULL,NULL
20250916,北京,10000088,小象超市-东四站-BJ0127,NULL,NULL,NULL,NULL
20250916,广州,10001121,小象超市-O项目虚拟站-GZ0189,NULL,NULL,NULL,NULL
20250917,广州,10000066,小象超市-花都广场站-GZ0038,NULL,NULL,NULL,NULL
20250916,广州,10000086,小象超市-智慧城站-GZ0045,NULL,NULL,NULL,NULL
20250917,北京,737,小象超市-白各庄站-BJ0097,NULL,NULL,NULL,NULL
20250916,上海,10000595,小象超市-佳木斯路站-SH0144,NULL,NULL,NULL,NULL
20250917,广州,2423,小象超市-萝岗站-GZ0018,NULL,NULL,NULL,NULL
20250917,深圳,10000124,小象超市-景田站-SZ0101,NULL,NULL,NULL,NULL
20250917,北京,10000054,小象超市-朝阳门站-BJ0121,NULL,NULL,NULL,NULL
20250916,深圳,10000557,小象超市-鸿兴站-SZ0193,NULL,NULL,NULL,NULL
W38,合肥,10001412,小象超市-锦城站-HF0008,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000226,小象超市-云景南大街站-BJ0154,0.9594594595,0.9285714286,0.7,1
20250917,北京,10000777,小象超市-七星园站-BJ0263,1.03125,1.1111111111,0.7777777778,1
20250917,宁波,10001083,小象超市-广德站-NB0001,1,0.8571428571,1.1111111111,1.2
20250917,北京,10000544,小象超市-学清路站-BJ0233,1.0204081633,0.9655172414,1.1538461538,1
20250917,义乌,10001331,小象超市-中山站-YW0001,1.2894736842,1.0555555556,1.5384615385,1
20250917,武汉,10000284,小象超市-兴业路站-WH0059,1.1666666667,1.0833333333,1.4285714286,1
20250917,深圳,10000186,小象超市-利嘉站-SZ0112,0.972972973,0.95,1.2222222222,1
20250917,上海,10000807,小象超市-航津路站-SH0181,1,1.1666666667,1,0.6666666667
20250917,广州,10000198,小象超市-花都南站-GZ0071,0.9615384615,0.8461538462,0.8571428571,1.5
20250917,南京,10001150,小象超市-栖霞晓庄站-NJ0027,1.0285714286,0.9444444444,1.0909090909,1.25
20250916-20250917,NULL,10000729,小象超市-天等路站-SH0166,1.0882352941,1.0555555556,1,1.5
20250916-20250917,NULL,10000712,小象超市-黄陂站-GZ0148,1.09375,1,1.2,1
20250916-20250917,NULL,10000968,小象超市-瑞景站-WX0007,0.9428571429,0.9722222222,1,1
20250916,长沙,10001368,小象超市-金谷路站-CS0030,NULL,NULL,NULL,NULL
20250916,深圳,358,小象超市-宝龙站-SZ0058,1,1.0526315789,0.9,1
20250916,南京,10001062,小象超市-玄武珠江站-NJ0010,1.0357142857,1,1.125,1
20250916,天津,10001194,小象超市-津塘站-TJ0013,0.9677419355,1.0666666667,1,0.3333333333
20250916,武汉,10000505,小象超市-常青路站-WH0093,0.9166666667,0.5714285714,1.6666666667,1
20250916,北京,10000909,小象超市-德外站-BJ0295,0.7826086957,0.6153846154,1,1
20250916,南京,10001148,小象超市-江宁双龙站-NJ0025,1.0322580645,0.9333333333,1.1,1.25
20250916,深圳,10000487,小象超市-悦兴站-SZ0173,0.8620689655,0.6875,1,1
W38,深圳,10000124,小象超市-景田站-SZ0101,NULL,NULL,NULL,NULL
W38,北京,10000145,小象超市-广渠门站-BJ0135,NULL,NULL,NULL,NULL
202509,苏州,10000885,小象超市-青剑站-SUZ040,NULL,NULL,NULL,NULL
202509,上海,10000110,小象超市-西康路站-SH0072,NULL,NULL,NULL,NULL
202509,武汉,10000650,小象超市- 汤逊湖站（流标）-WH0108,NULL,NULL,NULL,NULL
202509,北京,10000030,小象超市-天竺站-BJ0110,NULL,NULL,NULL,NULL
202509,北京,211,小象超市-慧忠里站-BJ0064,NULL,NULL,NULL,NULL
202509,武汉,10000892,小象超市-李家墩站（流标）-WH0132,NULL,NULL,NULL,NULL
202509,广州,334,小象超市-茅岗站-GZ0012,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001121,小象超市-O项目虚拟站-GZ0189,NULL,NULL,NULL,NULL
20250916-20250917,NULL,1863,小象超市-石井站-GZ0015,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000046,小象超市-沙田站-SZ0077,NULL,NULL,NULL,NULL
20250916-20250917,NULL,160,小象超市-汉口年华站-WH0021,NULL,NULL,NULL,NULL
20250916-20250917,NULL,236,小象超市-中信凯旋城站-DG0005,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000542,小象超市-水西站（流标）-GZ0117,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000934,小象超市-环龙路站-SH0212,NULL,NULL,NULL,NULL
20250916,北京,10000879,小象超市-兰庄站-BJ0291,1.0294117647,1,0.7777777778,0.6666666667
20250916,苏州,10000955,小象超市-柏庄站-WX0004,1.1111111111,1,1,1.6666666667
20250916,苏州,10000771,小象超市-先锋站-SUZ023,1,1.25,0.75,0.5
20250916,深圳,10000394,小象超市-文新站-SZ0151,1.25,1.25,1.2222222222,1.5
20250916,武汉,10000379,小象超市-营北站-WH0080,0.8235294118,0.7777777778,1,1
20250916,北京,10000077,小象超市-云岗站-BJ0124,0.7857142857,0.8666666667,0.75,0.6666666667
20250916,上海,10000806,小象超市-绿科路站-SH0180,1.2,1.4545454545,0.6666666667,1.5
20250916,天津,10001291,小象超市-凌奥站-TJ0020,0.7,0.8,0.6363636364,1
20250916,深圳,10000219,小象超市-上丰站-SZ0121,1.05,0.9545454545,1.1,1.4
20250916,天津,10001091,小象超市-国泰站-TJ0005,0.8666666667,0.8666666667,0.8,1
W38,上海,10000191,小象超市-东方路站-SH0096,1.0384615385,1,1.1428571429,1
W38,北京,250,小象超市-右安门站-BJ0072,0.9285714286,0.8,1.0909090909,1
W38,武汉,10000855,小象超市-北华街站-WH0131,1.4444444444,1.6315789474,1.4,1.25
W38,杭州,10000937,小象超市-同协站-HZ0015,0.8292682927,0.75,0.9230769231,1
W38,深圳,10000076,小象超市-沙湾站-SZ0090,1.1794871795,1.1363636364,1.2222222222,1.4
W38,深圳,10000689,小象超市-润达站-SZ0234,1.0263157895,0.9523809524,1,0.8
20250916,上海,207,小象超市-灵岩南路站-SH0029,NULL,NULL,NULL,NULL
20250917,上海,209,小象超市-东川路站-SH0031,NULL,NULL,NULL,NULL
20250917,深圳,10000245,小象超市-金岸站-SZ0122,NULL,NULL,NULL,NULL
20250916,北京,736,小象超市-唐家岭站-BJ0096,NULL,NULL,NULL,NULL
20250917,惠州,10001452,小象超市-水口站-HZ1009,NULL,NULL,NULL,NULL
20250917,深圳,10000100,小象超市-大和站-SZ0094,NULL,NULL,NULL,NULL
20250917,北京,1310,小象超市-鲁谷站-BJ0101,NULL,NULL,NULL,NULL
20250917,北京,302,小象超市-五道口站-BJ0083,NULL,NULL,NULL,NULL
20250916,北京,10001324,小象超市-白纸坊桥站-BJ0341,NULL,NULL,NULL,NULL
20250916,北京,10000355,小象超市-小杨家的店铺-BJ0194,NULL,NULL,NULL,NULL
20250917,北京,227,小象超市-西红门站-BJ0068,NULL,NULL,NULL,NULL
20250917,东莞,10000996,小象超市-虎门连升站-DG0021,0.875,0.7727272727,0.8666666667,0.75
20250917,杭州,10001050,小象超市-枫桦站-HZ0045,1.0243902439,1.0454545455,0.9230769231,1
20250917,武汉,10000240,小象超市-雄楚大道站-WH0051,1.09375,1.0588235294,1,1.3333333333
W38,上海,10001049,小象超市-快驴虚拟站02-SH0224,NULL,NULL,NULL,NULL
W38,南京,10001092,小象超市-浦口新科站（流标）-NJ0019,NULL,NULL,NULL,NULL
W38,深圳,10000033,小象超市-科苑站-SZ0073,NULL,NULL,NULL,NULL
W38,南京,10001426,小象超市-建邺春江站-NJ0042,NULL,NULL,NULL,NULL
W38,深圳,10000129,小象超市-杨美站-SZ0103,NULL,NULL,NULL,NULL
W38,北京,304,小象超市-马驹桥站-BJ0085,NULL,NULL,NULL,NULL
W38,北京,192,小象超市-永外站-BJ0060,NULL,NULL,NULL,NULL
W38,深圳,10000457,小象超市-金盛站-SZ0163,NULL,NULL,NULL,NULL
W38,广州,10000078,小象超市-芳村站-GZ0041,NULL,NULL,NULL,NULL
W38,武汉,224,小象超市-胭脂路社区-WH0039,NULL,NULL,NULL,NULL
W38,广州,10000137,小象超市-东联站-GZ0060,NULL,NULL,NULL,NULL
W38,北京,212,小象超市-酒仙桥站-BJ0065,NULL,NULL,NULL,NULL
W38,广州,10001373,小象超市-广州企业团购（虚拟站）-GZ0198,NULL,NULL,NULL,NULL
W38,长沙,10001124,小象超市-望城坡站（流标）-CS0001,NULL,NULL,NULL,NULL
202509,武汉,10000715,小象超市-径河站-WH0116,NULL,NULL,NULL,NULL
202509,深圳,10000285,小象超市-松涛站-SZ0130,NULL,NULL,NULL,NULL
202509,武汉,137,小象超市-绿地中央广场A站-WH0015,NULL,NULL,NULL,NULL
202509,深圳,246,小象超市-福海站-SZ0026,NULL,NULL,NULL,NULL
W38,广州,10000238,小象超市-祈福新村站-GZ0073,0.9166666667,0.8421052632,1.1111111111,1
W38,广州,10000252,小象超市-西村站-GZ0079,1.04,1,0.8571428571,1.6666666667
W38,广州,10000609,小象超市-番禺市广站-GZ0129,0.9130434783,0.9,1,0.75
W38,苏州,10001017,小象超市-常庆站-WX0014,1.25,1.25,1.2,1.5
W38,上海,10000806,小象超市-绿科路站-SH0180,1,1.1818181818,0.5,1.5
W38,杭州,10001304,小象超市-云府站-HZ0060,0.8421052632,0.5,1.1666666667,1.6666666667
W38,广州,10000871,小象超市-海珠万胜围站-GZ0175,1.1428571429,1.2307692308,1,1
W38,西安,10001402,小象超市-未央永新站-XA0002,NULL,NULL,NULL,NULL
W38,天津,10001389,小象超市-天佑站-TJ0024,0.2571428571,0.2941176471,0.1538461538,0
202509,深圳,10000467,小象超市-宝源站-SZ0165,1,0.7272727273,1.5,1.3333333333
202509,武汉,10000352,小象超市-香港路站-WH0074,1,1.1,0.8333333333,1
202509,广州,10000140,小象超市-淘金站-GZ0062,0.9487179487,0.9,0.8181818182,1.4
202509,南京,10001163,小象超市-鼓楼中山站-NJ0028,1.025,1,1.0833333333,1.2
20250917,上海,10000939,小象超市-陈桥路站-SH0213,0.88,0.7692307692,1,1
20250917,广州,10000809,小象超市-南沙金洲站-GZ0168,1,0.9473684211,1.1,1
20250917,宁波,10001369,小象超市-姚江站-NB0017,0.5263157895,0.6111111111,0.5384615385,0.1666666667
20250917,上海,10000547,小象超市-桃林路站-SH0135,1.08,1,1.3333333333,1
20250917,长沙,10001137,小象超市-和顺路站-CS0009,1.0322580645,0.9285714286,1.3,1.25
20250917,武汉,10000491,小象超市-崇仁路站-WH0092,0.85,0.7272727273,1,1
20250917,上海,10000818,小象超市-礼尚路站-SH0186,1.0869565217,1.0833333333,1,1
20250917,昆山,10000957,小象超市-柏庐站-KS0907,1.037037037,1.1428571429,0.875,1
202509,深圳,10000841,小象超市-新围站-SZ0257,NULL,NULL,NULL,NULL
202509,北京,367,小象超市-天露园站-BJ0092,NULL,NULL,NULL,NULL
20250916-20250917,NULL,318,小象超市-凌云路站-SH0053,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000031,小象超市-静安庄站-BJ0111,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001366,小象超市-南海罗村站-FS0024,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000480,小象超市-琶洲岛站-GZ0107,NULL,NULL,NULL,NULL
20250916-20250917,NULL,296,小象超市-百子湾站-BJ0082,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000028,小象超市-九围站-SZ0071,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000119,小象超市-白云大道北站-GZ0055,NULL,NULL,NULL,NULL
20250916-20250917,NULL,272,小象超市-五和站-SZ0037,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000003,小象超市-南园站-SZ0063,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000057,小象超市-小象超市-物资学院站-BJ0119-BJ0122,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000596,小象超市-合川路站-SH0145,NULL,NULL,NULL,NULL
20250916-20250917,NULL,161,小象超市-红桥新城站-WH0022,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000832,小象超市-民意路站-WH0129,NULL,NULL,NULL,NULL
20250916,上海,249,小象超市-新川路站-SH0041,NULL,NULL,NULL,NULL
20250916,上海,308,小象超市-乐林路站-SH0051,NULL,NULL,NULL,NULL
20250917,深圳,10000264,小象超市-宝丽站-SZ0127,NULL,NULL,NULL,NULL
20250916,武汉,10000832,小象超市-民意路站-WH0129,NULL,NULL,NULL,NULL
20250917,东莞,241,小象超市-光大景湖站-DG0008,NULL,NULL,NULL,NULL
20250916,北京,227,小象超市-西红门站-BJ0068,NULL,NULL,NULL,NULL
20250916,东莞,10001165,小象超市-小象超市-凤岗站（流标）-DG0035-DG0035,NULL,NULL,NULL,NULL
W38,北京,10000052,小象超市-物资学院（已闭站）-BJ0119,NULL,NULL,NULL,NULL
202509,上海,10000478,小象超市-洞业路二站-SH0123,0.9736842105,0.95,0.9090909091,1.25
202509,上海,10000289,小象超市-殷行路站-SH0112,0.8846153846,1,0.8571428571,0.6666666667
202509,南京,10001051,小象超市-雨花台汇智站-NJ0003,0.9736842105,0.8947368421,1.0909090909,0.8
202509,金华,10001411,小象超市-桥东站-JH1001,NULL,NULL,NULL,NULL
202509,上海,10000193,小象超市-真华路站-SH0098,0.8518518519,0.8,0.8571428571,1
20250916-20250917,NULL,10000160,小象超市-松花江路站-SH0083,0.98,0.8571428571,1.1666666667,1.5
20250916-20250917,NULL,10001130,小象超市-百舸站-TJ0010,0.8676470588,0.7058823529,1.0416666667,1
20250916-20250917,NULL,10001148,小象超市-江宁双龙站-NJ0025,1.0483870968,0.9666666667,1.1,1.25
20250916-20250917,NULL,10000296,小象超市-长政南街站-BJ0175,1.1111111111,1,1.1428571429,1.5
20250916-20250917,NULL,10000680,小象超市-马鹦路站-WH0113,1.3461538462,1.125,2.1666666667,1
20250916-20250917,NULL,10000211,小象超市-德平路站-WH0048,1.2666666667,1.125,1.75,1
20250916-20250917,NULL,10000461,小象超市-玉龙路站-WH0089,1.05,0.8181818182,1.3333333333,1.5
20250916-20250917,NULL,10001021,小象超市-阳光站-WX0015,1,0.8461538462,1.25,1
20250916-20250917,NULL,10000998,小象超市-金惠站-HZ0028,1.1142857143,1.0526315789,1.1,1.5
20250916-20250917,NULL,10000456,小象超市-华信站-SZ0162,0.9743589744,0.9523809524,1,1
W38,深圳,10000062,小象超市-同胜站-SZ0085,NULL,NULL,NULL,NULL
W38,东莞,10001448,小象超市-虎门赤岗站-DG0047,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000491,小象超市-崇仁路站-WH0092,0.825,0.6818181818,1,1
20250916-20250917,NULL,10001415,小象超市-西江站-TZ0001,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000192,小象超市-平陆路站-SH0097,1.1764705882,1.1111111111,1.2,1.5
20250916-20250917,NULL,10001365,小象超市-凤阳站-HF0005,0.0444444444,0,0.1428571429,0
20250916,深圳,10000508,小象超市-福祥站-SZ0184,1.0540540541,1.0526315789,1.1,1
20250916,广州,10000829,小象超市-南沙阳光城站-GZ0170,1,0.9444444444,1,1
20250916,上海,10000769,小象超市-都市路站-SH0178,1.0714285714,0.9333333333,1.25,1.3333333333
20250916,北京,10001135,小象超市-雅宝路站-BJ0318,1.05,0.8636363636,0.9166666667,1.3333333333
20250916,武汉,10000660,小象超市-佛祖岭站-WH0109,10.1428571429,8.4,9.5,NULL
20250916,杭州,10001094,小象超市-滨兴站-HZ0047,1.0294117647,1.25,0.6666666667,1
20250916,上海,10000638,小象超市-锦尊路站-SH0154,0.9655172414,0.875,1,1
20250916,广州,10000608,小象超市-白云夏茅站-GZ0128,1,0.7777777778,1.2,1.6666666667
20250916,上海,10000744,小象超市-金沙江路站-SH0171,0.92,0.9230769231,1,0.6666666667
W38,深圳,10000931,小象超市-元芬站-SZ0264,1.1794871795,1.1363636364,1.5555555556,1
W38,北京,10000827,小象超市-鸿坤站-BJ0275,1.2,1.2631578947,1,1.3333333333
W38,深圳,10000564,小象超市-荔山站-SZ0195,1.1041666667,1,1.4166666667,1
W38,东莞,10000952,小象超市-莞城盈锋站-DG0017,1.0862068966,1.1724137931,0.9411764706,1.1111111111
W38,北京,10000877,小象超市-兴华站-BJ0289,0.7916666667,0.5714285714,1.1666666667,1.5
W38,上海,10000358,小象超市-西环路站-SH0113,1.1,1.1875,1,1
W38,深圳,10000623,小象超市-建安站-SZ0208,0.9,1,0.875,1
202509,上海,10000933,小象超市-江玮路站-SH0211,1.1481481481,1.1333333333,1.1428571429,1.3333333333
202509,广州,10000656,小象超市-华景新城站-GZ0136,1.1612903226,1.3125,0.8888888889,1.25
202509,上海,10000917,小象超市-青松路站-SH0209,0.8823529412,0.7777777778,0.8,1
202509,广州,10000249,小象超市-嘉禾望岗二站-GZ0076,1.0888888889,1.2173913043,1,0.8333333333
202509,北京,10001255,小象超市-密云鼓楼大街站-BJ0334,1.1162790698,1,1.0714285714,1.3333333333
